"Plot Title:  10884528"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10884528, SEN S/N: 10884528)","RH, % (LGR S/N: 10884528, SEN S/N: 10884528)"
151,18-05-11,00:30:00,63.090,94.423
152,18-05-11,00:35:00,63.090,94.475
153,18-05-11,00:40:00,63.176,94.592
154,18-05-11,00:45:00,63.219,94.651
155,18-05-11,00:50:00,63.219,94.703
156,18-05-11,00:55:00,63.262,94.788
157,18-05-11,01:00:00,63.262,94.814
158,18-05-11,01:05:00,63.005,94.829
159,18-05-11,01:10:00,62.875,94.863
160,18-05-11,01:15:00,62.748,94.949
161,18-05-11,01:20:00,62.661,94.989
162,18-05-11,01:25:00,62.661,95.093
163,18-05-11,01:30:00,62.620,95.087
164,18-05-11,01:35:00,62.577,95.159
165,18-05-11,01:40:00,62.577,95.185
166,18-05-11,01:45:00,62.577,95.237
167,18-05-11,01:50:00,62.620,95.243
168,18-05-11,01:55:00,62.533,95.283
169,18-05-11,02:00:00,62.490,95.329
170,18-05-11,02:05:00,62.319,95.330
171,18-05-11,02:10:00,62.233,95.369
172,18-05-11,02:15:00,62.233,95.395
173,18-05-11,02:20:00,62.276,95.402
174,18-05-11,02:25:00,62.447,95.479
175,18-05-11,02:30:00,62.533,95.491
176,18-05-11,02:35:00,62.447,95.479
177,18-05-11,02:40:00,62.406,95.524
178,18-05-11,02:45:00,62.233,95.526
179,18-05-11,02:50:00,62.233,95.552
180,18-05-11,02:55:00,62.233,95.603
181,18-05-11,03:00:00,62.276,95.662
182,18-05-11,03:05:00,62.148,95.643
183,18-05-11,03:10:00,62.105,95.689
184,18-05-11,03:15:00,62.148,95.747
185,18-05-11,03:20:00,62.148,95.747
186,18-05-11,03:25:00,62.105,95.793
187,18-05-11,03:30:00,62.062,95.838
188,18-05-11,03:35:00,61.977,95.826
189,18-05-11,03:40:00,62.019,95.884
190,18-05-11,03:45:00,62.019,95.884
191,18-05-11,03:50:00,62.062,95.942
192,18-05-11,03:55:00,62.148,95.980
193,18-05-11,04:00:00,62.062,95.994
194,18-05-11,04:05:00,61.977,95.981
195,18-05-11,04:10:00,61.891,95.995
196,18-05-11,04:15:00,61.977,96.033
197,18-05-11,04:20:00,61.848,96.014
198,18-05-11,04:25:00,61.977,96.111
199,18-05-11,04:30:00,62.062,96.098
200,18-05-11,04:35:00,62.019,96.065
201,18-05-11,04:40:00,61.848,96.066
202,18-05-11,04:45:00,61.761,96.105
203,18-05-11,04:50:00,61.720,96.125
204,18-05-11,04:55:00,61.804,96.189
205,18-05-11,05:00:00,61.804,96.215
206,18-05-11,05:05:00,61.804,96.215
207,18-05-11,05:10:00,61.761,96.261
208,18-05-11,05:15:00,61.720,96.280
209,18-05-11,05:20:00,61.720,96.306
210,18-05-11,05:25:00,61.677,96.326
211,18-05-11,05:30:00,61.677,96.352
212,18-05-11,05:35:00,61.633,96.345
213,18-05-11,05:40:00,61.506,96.352
214,18-05-11,05:45:00,61.419,96.365
215,18-05-11,05:50:00,61.376,96.411
216,18-05-11,05:55:00,61.333,96.404
217,18-05-11,06:00:00,61.333,96.456
218,18-05-11,06:05:00,61.333,96.456
219,18-05-11,06:10:00,61.333,96.456
220,18-05-11,06:15:00,61.290,96.501
221,18-05-11,06:20:00,61.333,96.508
222,18-05-11,06:25:00,61.376,96.514
223,18-05-11,06:30:00,61.376,96.540
224,18-05-11,06:35:00,61.376,96.566
225,18-05-11,06:40:00,61.419,96.572
226,18-05-11,06:45:00,61.376,96.592
227,18-05-11,06:50:00,61.333,96.611
228,18-05-11,06:55:00,61.376,96.617
229,18-05-11,07:00:00,61.376,96.669
230,18-05-11,07:05:00,61.290,96.656
231,18-05-11,07:10:00,61.419,96.650
232,18-05-11,07:15:00,61.506,96.688
233,18-05-11,07:20:00,61.547,96.694
234,18-05-11,07:25:00,61.677,96.713
235,18-05-11,07:30:00,61.891,96.745
236,18-05-11,07:35:00,61.977,96.732
237,18-05-11,07:40:00,62.105,96.725
238,18-05-11,07:45:00,62.233,96.744
239,18-05-11,07:50:00,62.447,96.750
240,18-05-11,07:55:00,62.620,96.697
241,18-05-11,08:00:00,62.875,96.735
242,18-05-11,08:05:00,63.262,96.740
243,18-05-11,08:10:00,63.518,96.700
244,18-05-11,08:15:00,63.862,96.673
245,18-05-11,08:20:00,64.247,96.677
246,18-05-11,08:25:00,64.717,96.643
247,18-05-11,08:30:00,65.059,96.589
248,18-05-11,08:35:00,65.230,96.457
249,18-05-11,08:40:00,65.574,96.377
250,18-05-11,08:45:00,65.658,96.024
251,18-05-11,08:50:00,66.043,95.477
252,18-05-11,08:55:00,66.385,95.001
253,18-05-11,09:00:00,66.686,94.358
254,18-05-11,09:05:00,67.028,93.400
255,18-05-11,09:10:00,67.285,92.638
256,18-05-11,09:15:00,67.714,92.270
257,18-05-11,09:20:00,68.056,91.621
258,18-05-11,09:25:00,68.527,90.771
259,18-05-11,09:30:00,68.913,90.365
260,18-05-11,09:35:00,69.300,89.061
261,18-05-11,09:40:00,69.643,88.589
262,18-05-11,09:45:00,69.985,87.951
263,18-05-11,09:50:00,70.543,85.683
264,18-05-11,09:55:00,71.146,85.677
265,18-05-11,10:00:00,71.748,85.281
266,18-05-11,10:05:00,71.920,84.021
267,18-05-11,10:10:00,72.178,84.723
268,18-05-11,10:15:00,72.610,82.985
269,18-05-11,10:20:00,73.126,82.147
270,18-05-11,10:25:00,73.515,81.515
271,18-05-11,10:30:00,73.904,80.938
272,18-05-11,10:35:00,74.163,80.741
273,18-05-11,10:40:00,74.467,78.030
274,18-05-11,10:45:00,75.029,76.332
275,18-05-11,10:50:00,75.247,77.658
276,18-05-11,10:55:00,75.463,77.538
277,18-05-11,11:00:00,75.853,75.785
278,18-05-11,11:05:00,76.114,75.027
279,18-05-11,11:10:00,76.593,73.850
280,18-05-11,11:15:00,76.811,74.196
281,18-05-11,11:20:00,77.029,74.864
282,18-05-11,11:25:00,77.378,72.786
283,18-05-11,11:30:00,77.815,70.132
284,18-05-11,11:35:00,78.165,69.092
285,18-05-11,11:40:00,78.382,68.874
286,18-05-11,11:45:00,78.559,69.012
287,18-05-11,11:50:00,78.910,68.537
288,18-05-11,11:55:00,79.216,67.724
289,18-05-11,12:00:00,79.655,64.948
290,18-05-11,12:05:00,80.051,63.120
291,18-05-11,12:10:00,79.920,63.629
292,18-05-11,12:15:00,79.920,64.668
293,18-05-11,12:20:00,80.227,62.460
294,18-05-11,12:25:00,80.492,63.620
295,18-05-11,12:30:00,80.449,62.941
296,18-05-11,12:35:00,80.845,61.591
297,18-05-11,12:40:00,81.199,60.322
298,18-05-11,12:45:00,81.642,60.981
299,18-05-11,12:50:00,81.819,60.531
300,18-05-11,12:55:00,81.421,61.889
301,18-05-11,13:00:00,81.333,61.665
302,18-05-11,13:05:00,81.775,57.157
303,18-05-11,13:10:00,82.042,57.273
304,18-05-11,13:15:00,81.997,57.959
305,18-05-11,13:20:00,81.819,57.255
306,18-05-11,13:25:00,81.775,57.282
307,18-05-11,13:30:00,82.042,54.277
308,18-05-11,13:35:00,82.575,53.430
309,18-05-11,13:40:00,82.620,54.164
310,18-05-11,13:45:00,83.287,54.597
311,18-05-11,13:50:00,83.377,51.832
312,18-05-11,13:55:00,83.422,50.328
313,18-05-11,14:00:00,83.154,51.271
314,18-05-11,14:05:00,83.601,49.374
315,18-05-11,14:10:00,83.959,49.722
316,18-05-11,14:15:00,83.914,49.203
317,18-05-11,14:20:00,83.959,49.497
318,18-05-11,14:25:00,84.362,51.489
319,18-05-11,14:30:00,84.812,48.036
320,18-05-11,14:35:00,83.021,53.178
321,18-05-11,14:40:00,82.708,52.676
322,18-05-11,14:45:00,81.997,53.480
323,18-05-11,14:50:00,82.708,54.615
324,18-05-11,14:55:00,83.332,53.265
325,18-05-11,15:00:00,83.467,51.871
326,18-05-11,15:05:00,83.914,50.942
327,18-05-11,15:10:00,83.869,49.071
328,18-05-11,15:15:00,83.646,49.635
329,18-05-11,15:20:00,83.287,50.511
330,18-05-11,15:25:00,82.976,51.258
331,18-05-11,15:30:00,83.109,51.876
332,18-05-11,15:35:00,83.242,52.972
333,18-05-11,15:40:00,83.691,51.791
334,18-05-11,15:45:00,84.227,50.515
335,18-05-11,15:50:00,83.869,51.035
336,18-05-11,15:55:00,83.824,51.321
337,18-05-11,16:00:00,83.824,50.743
338,18-05-11,16:05:00,84.049,49.826
339,18-05-11,16:10:00,83.736,51.603
340,18-05-11,16:15:00,84.362,50.493
341,18-05-11,16:20:00,84.632,47.829
342,18-05-11,16:25:00,84.990,47.724
343,18-05-11,16:30:00,83.959,51.170
344,18-05-11,16:35:00,83.691,52.687
345,18-05-11,16:40:00,83.824,52.218
346,18-05-11,16:45:00,84.049,49.342
347,18-05-11,16:50:00,84.137,48.896
348,18-05-11,16:55:00,83.556,52.005
349,18-05-11,17:00:00,83.377,52.248
350,18-05-11,17:05:00,83.601,50.212
351,18-05-11,17:10:00,83.914,51.584
352,18-05-11,17:15:00,83.779,51.093
353,18-05-11,17:20:00,83.556,50.498
354,18-05-11,17:25:00,83.199,49.925
355,18-05-11,17:30:00,83.332,50.096
356,18-05-11,17:35:00,83.199,51.979
357,18-05-11,17:40:00,83.199,53.223
358,18-05-11,17:45:00,83.109,51.492
359,18-05-11,17:50:00,83.377,51.031
360,18-05-11,17:55:00,83.064,50.302
361,18-05-11,18:00:00,82.798,51.084
362,18-05-11,18:05:00,82.886,52.785
363,18-05-11,18:10:00,83.332,50.771
364,18-05-11,18:15:00,83.109,52.706
365,18-05-11,18:20:00,83.242,52.844
366,18-05-11,18:25:00,82.931,51.926
367,18-05-11,18:30:00,82.708,51.558
368,18-05-11,18:35:00,82.841,50.285
369,18-05-11,18:40:00,82.708,49.793
370,18-05-11,18:45:00,82.665,50.465
371,18-05-11,18:50:00,82.575,50.394
372,18-05-11,18:55:00,82.486,50.773
373,18-05-11,19:00:00,82.665,48.920
374,18-05-11,19:05:00,82.620,49.079
375,18-05-11,19:10:00,82.308,49.475
376,18-05-11,19:15:00,82.042,50.099
377,18-05-11,19:20:00,82.085,50.198
378,18-05-11,19:25:00,81.819,51.012
379,18-05-11,19:30:00,81.730,50.461
380,18-05-11,19:35:00,81.952,49.642
381,18-05-11,19:40:00,81.909,49.671
382,18-05-11,19:45:00,81.687,49.752
383,18-05-11,19:50:00,81.687,49.688
384,18-05-11,19:55:00,81.597,50.195
385,18-05-11,20:00:00,81.466,50.538
386,18-05-11,20:05:00,81.421,50.342
387,18-05-11,20:10:00,81.376,50.691
388,18-05-11,20:15:00,81.244,50.233
389,18-05-11,20:20:00,81.421,49.797
390,18-05-11,20:25:00,81.244,50.041
391,18-05-11,20:30:00,81.154,49.906
392,18-05-11,20:35:00,80.978,50.118
393,18-05-11,20:40:00,80.890,50.207
394,18-05-11,20:45:00,80.845,50.556
395,18-05-11,20:50:00,80.668,50.607
396,18-05-11,20:55:00,80.449,50.942
397,18-05-11,21:00:00,80.051,51.997
398,18-05-11,21:05:00,79.700,51.970
399,18-05-11,21:10:00,79.392,52.899
400,18-05-11,21:15:00,78.953,53.972
401,18-05-11,21:20:00,78.602,54.417
402,18-05-11,21:25:00,78.251,55.269
403,18-05-11,21:30:00,77.902,56.587
404,18-05-11,21:35:00,77.684,56.132
405,18-05-11,21:40:00,77.464,56.614
406,18-05-11,21:45:00,77.203,57.869
407,18-05-11,21:50:00,76.899,58.401
408,18-05-11,21:55:00,76.681,58.352
409,18-05-11,22:00:00,76.464,58.829
410,18-05-11,22:05:00,76.203,59.825
411,18-05-11,22:10:00,75.985,61.557
412,18-05-11,22:15:00,75.681,62.751
413,18-05-11,22:20:00,75.420,63.458
414,18-05-11,22:25:00,75.204,64.045
415,18-05-11,22:30:00,75.074,64.699
416,18-05-11,22:35:00,74.899,65.135
417,18-05-11,22:40:00,74.554,65.976
418,18-05-11,22:45:00,74.295,66.222
419,18-05-11,22:50:00,74.163,66.239
420,18-05-11,22:55:00,74.077,66.501
421,18-05-11,23:00:00,73.990,66.732
422,18-05-11,23:05:00,73.947,67.087
423,18-05-11,23:10:00,73.515,68.774
424,18-05-11,23:15:00,72.955,69.370
425,18-05-11,23:20:00,73.040,69.853
426,18-05-11,23:25:00,73.040,69.231
427,18-05-11,23:30:00,73.083,68.820
428,18-05-11,23:35:00,73.083,68.671
429,18-05-11,23:40:00,73.040,68.816
430,18-05-11,23:45:00,72.869,69.835
431,18-05-11,23:50:00,72.610,70.900
432,18-05-11,23:55:00,72.480,70.533
433,18-05-12,00:00:00,72.437,70.824
434,18-05-12,00:05:00,72.264,71.100
435,18-05-12,00:10:00,72.178,71.502
436,18-05-12,00:15:00,71.877,72.057
437,18-05-12,00:20:00,71.748,72.336
438,18-05-12,00:25:00,71.704,72.273
439,18-05-12,00:30:00,71.661,72.473
440,18-05-12,00:35:00,71.620,72.731
441,18-05-12,00:40:00,71.490,73.125
442,18-05-12,00:45:00,71.317,73.543
443,18-05-12,00:50:00,71.146,73.932
444,18-05-12,00:55:00,71.103,74.217
445,18-05-12,01:00:00,71.017,74.381
446,18-05-12,01:05:00,70.930,74.575
447,18-05-12,01:10:00,70.846,75.057
448,18-05-12,01:15:00,70.716,75.706
449,18-05-12,01:20:00,70.543,76.779
450,18-05-12,01:25:00,70.416,77.309
451,18-05-12,01:30:00,70.243,77.861
452,18-05-12,01:35:00,70.115,78.388
453,18-05-12,01:40:00,70.072,78.923
454,18-05-12,01:45:00,69.985,79.027
455,18-05-12,01:50:00,70.029,78.975
456,18-05-12,01:55:00,70.029,79.032
457,18-05-12,02:00:00,69.600,80.114
458,18-05-12,02:05:00,69.343,80.140
459,18-05-12,02:10:00,69.427,80.320
460,18-05-12,02:15:00,69.427,80.686
461,18-05-12,02:20:00,69.514,80.922
462,18-05-12,02:25:00,69.557,80.927
463,18-05-12,02:30:00,69.600,80.820
464,18-05-12,02:35:00,69.514,80.866
465,18-05-12,02:40:00,69.386,81.160
466,18-05-12,02:45:00,69.256,81.902
467,18-05-12,02:50:00,69.085,82.105
468,18-05-12,02:55:00,68.956,82.593
469,18-05-12,03:00:00,68.742,82.762
470,18-05-12,03:05:00,68.698,83.259
471,18-05-12,03:10:00,68.698,83.286
472,18-05-12,03:15:00,68.785,83.130
473,18-05-12,03:20:00,68.785,83.018
474,18-05-12,03:25:00,68.742,83.180
475,18-05-12,03:30:00,68.698,83.453
476,18-05-12,03:35:00,68.400,83.750
477,18-05-12,03:40:00,67.757,84.058
478,18-05-12,03:45:00,67.543,84.197
479,18-05-12,03:50:00,67.500,84.551
480,18-05-12,03:55:00,67.413,84.954
481,18-05-12,04:00:00,67.413,85.174
482,18-05-12,04:05:00,67.500,85.296
483,18-05-12,04:10:00,67.586,85.527
484,18-05-12,04:15:00,67.500,85.873
485,18-05-12,04:20:00,67.586,86.076
486,18-05-12,04:25:00,67.500,86.395
487,18-05-12,04:30:00,67.329,86.427
488,18-05-12,04:35:00,67.071,86.449
489,18-05-12,04:40:00,66.900,86.810
490,18-05-12,04:45:00,66.943,87.143
491,18-05-12,04:50:00,67.028,87.290
492,18-05-12,04:55:00,66.600,87.343
493,18-05-12,05:00:00,66.472,87.708
494,18-05-12,05:05:00,66.429,87.974
495,18-05-12,05:10:00,66.429,88.110
496,18-05-12,05:15:00,66.301,88.147
497,18-05-12,05:20:00,66.173,88.347
498,18-05-12,05:25:00,66.000,88.757
499,18-05-12,05:30:00,66.130,89.153
500,18-05-12,05:35:00,66.385,89.133
501,18-05-12,05:40:00,66.558,88.967
502,18-05-12,05:45:00,66.600,88.837
503,18-05-12,05:50:00,66.558,88.804
504,18-05-12,05:55:00,66.214,88.623
505,18-05-12,06:00:00,65.959,88.752
506,18-05-12,06:05:00,65.745,89.155
507,18-05-12,06:10:00,65.530,89.504
508,18-05-12,06:15:00,65.444,89.654
509,18-05-12,06:20:00,65.444,89.761
510,18-05-12,06:25:00,65.403,89.782
511,18-05-12,06:30:00,65.273,89.873
512,18-05-12,06:35:00,65.273,89.926
513,18-05-12,06:40:00,65.230,89.947
514,18-05-12,06:45:00,65.188,90.130
515,18-05-12,06:50:00,65.102,90.386
516,18-05-12,06:55:00,65.145,90.472
517,18-05-12,07:00:00,65.230,90.484
518,18-05-12,07:05:00,65.316,90.496
519,18-05-12,07:10:00,65.230,90.430
520,18-05-12,07:15:00,65.359,90.501
521,18-05-12,07:20:00,65.530,90.444
522,18-05-12,07:25:00,65.701,90.387
523,18-05-12,07:30:00,65.829,90.190
524,18-05-12,07:35:00,65.916,90.094
525,18-05-12,07:40:00,66.130,90.015
526,18-05-12,07:45:00,66.558,89.858
527,18-05-12,07:50:00,66.943,89.613
528,18-05-12,07:55:00,67.285,89.253
529,18-05-12,08:00:00,67.586,88.751
530,18-05-12,08:05:00,67.928,88.308
531,18-05-12,08:10:00,68.227,87.911
532,18-05-12,08:15:00,68.484,87.645
533,18-05-12,08:20:00,68.913,87.181
534,18-05-12,08:25:00,69.471,86.429
535,18-05-12,08:30:00,69.985,85.612
536,18-05-12,08:35:00,70.158,85.302
537,18-05-12,08:40:00,70.459,84.841
538,18-05-12,08:45:00,70.803,84.662
539,18-05-12,08:50:00,71.060,84.638
540,18-05-12,08:55:00,71.661,83.373
541,18-05-12,09:00:00,72.178,82.088
542,18-05-12,09:05:00,72.739,81.280
543,18-05-12,09:10:00,73.213,81.054
544,18-05-12,09:15:00,73.731,78.348
545,18-05-12,09:20:00,74.295,75.438
546,18-05-12,09:25:00,74.640,74.341
547,18-05-12,09:30:00,74.943,72.146
548,18-05-12,09:35:00,75.333,70.117
549,18-05-12,09:40:00,75.724,68.638
550,18-05-12,09:45:00,75.942,67.133
551,18-05-12,09:50:00,76.332,66.840
552,18-05-12,09:55:00,76.507,65.469
553,18-05-12,10:00:00,76.899,64.476
554,18-05-12,10:05:00,76.942,63.324
555,18-05-12,10:10:00,76.942,63.751
556,18-05-12,10:15:00,77.160,63.710
557,18-05-12,10:20:00,77.464,63.555
558,18-05-12,10:25:00,77.770,63.248
559,18-05-12,10:30:00,78.033,63.211
560,18-05-12,10:35:00,78.251,62.955
561,18-05-12,10:40:00,78.690,61.922
562,18-05-12,10:45:00,79.084,61.311
563,18-05-12,10:50:00,79.304,60.064
564,18-05-12,10:55:00,79.480,58.590
565,18-05-12,11:00:00,79.567,57.880
566,18-05-12,11:05:00,79.920,55.749
567,18-05-12,11:10:00,80.008,56.729
568,18-05-12,11:15:00,80.184,56.053
569,18-05-12,11:20:00,80.668,54.580
570,18-05-12,11:25:00,80.935,53.684
571,18-05-12,11:30:00,81.066,53.726
572,18-05-12,11:35:00,81.244,52.023
573,18-05-12,11:40:00,81.509,52.744
574,18-05-12,11:45:00,81.597,52.145
575,18-05-12,11:50:00,81.642,52.945
576,18-05-12,11:55:00,81.864,53.152
577,18-05-12,12:00:00,82.175,54.573
578,18-05-12,12:05:00,82.396,52.588
579,18-05-12,12:10:00,82.575,50.779
580,18-05-12,12:15:00,82.575,51.132
581,18-05-12,12:20:00,82.798,50.571
582,18-05-12,12:25:00,83.199,49.829
583,18-05-12,12:30:00,83.199,48.442
584,18-05-12,12:35:00,83.467,47.683
585,18-05-12,12:40:00,83.467,48.072
586,18-05-12,12:45:00,83.556,46.715
587,18-05-12,12:50:00,83.914,44.946
588,18-05-12,12:55:00,83.691,46.985
589,18-05-12,13:00:00,83.646,47.047
590,18-05-12,13:05:00,83.914,48.071
591,18-05-12,13:10:00,83.736,48.415
592,18-05-12,13:15:00,83.736,48.058
593,18-05-12,13:20:00,83.959,47.782
594,18-05-12,13:25:00,83.824,47.773
595,18-05-12,13:30:00,84.182,46.628
596,18-05-12,13:35:00,84.182,46.758
597,18-05-12,13:40:00,84.767,45.950
598,18-05-12,13:45:00,84.497,46.453
599,18-05-12,13:50:00,84.587,46.264
600,18-05-12,13:55:00,84.812,44.381
601,18-05-12,14:00:00,85.172,44.142
602,18-05-12,14:05:00,85.262,44.607
603,18-05-12,14:10:00,85.127,46.496
604,18-05-12,14:15:00,85.262,46.668
605,18-05-12,14:20:00,85.667,47.087
606,18-05-12,14:25:00,85.894,45.698
607,18-05-12,14:30:00,86.164,45.322
608,18-05-12,14:35:00,86.164,42.326
609,18-05-12,14:40:00,86.211,42.560
610,18-05-12,14:45:00,85.849,42.537
611,18-05-12,14:50:00,85.849,42.603
612,18-05-12,14:55:00,85.757,44.837
613,18-05-12,15:00:00,85.667,44.272
614,18-05-12,15:05:00,85.035,44.790
615,18-05-12,15:10:00,85.397,43.729
616,18-05-12,15:15:00,85.487,45.016
617,18-05-12,15:20:00,85.667,43.911
618,18-05-12,15:25:00,86.211,41.898
619,18-05-12,15:30:00,86.074,42.055
620,18-05-12,15:35:00,85.802,43.656
621,18-05-12,15:40:00,86.346,41.011
622,18-05-12,15:45:00,85.939,42.906
623,18-05-12,15:50:00,84.857,43.464
624,18-05-12,15:55:00,84.990,44.623
625,18-05-12,16:00:00,84.677,43.847
626,18-05-12,16:05:00,84.990,44.557
627,18-05-12,16:10:00,84.362,46.151
